text_id	sentence_id	sentence
ISEAR_4170	4170	"I phoned two friends and was not able to arrange a meeting with  
either of them, so I had to change my plans."
ISEAR_4171	4171	"I was in the cafeteria at the university and a class-mate told me  
that a friend of hers had had all her teeth taken out because of  
an infection caused by her eating a rat's nail in her hamburger."
ISEAR_4172	4172	"I had to meet a girlfriend to go out for a drink and she arrived  
with her aunt, to whom I was introduced.  Then the aunt left."
ISEAR_4173	4173	"One night, after having decided to finish our relationship, I  
took my girlfriend home.  While driving back home, I felt that I  
had not handled the whole thing very well."
ISEAR_4174	4174	The begining of my relations with my current girlfriend.
ISEAR_4175	4175	"When I am alone at night after having read horror stories, and  
then I heard unexplainable noises."
ISEAR_4176	4176	A typical family argument.
ISEAR_4177	4177	The disqualification of two of my mates in the military service.
ISEAR_4178	4178	The sight of vomit on the street.
ISEAR_4179	4179	"When criticizing something about a person and then realizing that  
the person whom one is talking to is similar."
ISEAR_4180	4180	Not to have studied enough when exams were near.
ISEAR_4181	4181	When I pass an exam.
ISEAR_4182	4182	Continous fear of a nuclear war.
ISEAR_4183	4183	"When you kill yourself with work and see the number of slakers  
wandering around, doing nothing."
ISEAR_4184	4184	When someone in my family died.
ISEAR_4185	4185	To loose friends because of them over-estimating themselves.
ISEAR_4186	4186	When people next to me play the fool.
ISEAR_4187	4187	To force someone to do something that suits me.
ISEAR_4188	4188	"I thought that I was going to fail a subject and so I began to  
study for the final exam, then my friend told me that I had  
passed it.  That meant that I could go home, as I do not study in  
my hometown."
ISEAR_4189	4189	"I was in Sierra Nevada, climbing a peak over 3,000 metres high,  
without any light and with many other problems.  I was afraid for  
my life."
ISEAR_4190	4190	"I was living in a flat where things did not go very well for me.   
Finally, they threw me out and this prejudiced people I esteem a  
lot."
ISEAR_4191	4191	"When I read the diary of the girl with whom I was living, it was  
about another boy with whom she had been going around some time back."
ISEAR_4192	4192	The man who threw me out of the flat disgusted me.
ISEAR_4193	4193	"The first time that I caressed a girl, I was about thirteen and  
she was eighteen.  I noticed that it did not affect her at all."
ISEAR_4194	4194	"I was going around with a girl without loving her.  Not only did  
I go around with her, but we did many more things.  In the end I  
was not very sincere to her."
ISEAR_4195	4195	"I met a girlfriend again after not seeing her for several months.  
 I saw her in a discotheque.  We do not like discotheques but we  
went there because we knew we would meet there."
ISEAR_4196	4196	"I was walking in the countryside alone when I came across two  
dogs who began barking at me.  I did not know whether they were  
tied up or loose, but I was afraid of them approaching me."
ISEAR_4197	4197	"I was angry when my sister began to talk nonsense and to laugh at  
the way I swept the room.  My anger grew (I tried to control  
myself).  After telling her to leave me alone, I vented my anger  
on her as she did not obey me."
ISEAR_4198	4198	"My mother was working with a knife and we were all laughing  
heartily.  She was not able to control the knife and stuck it  
deep into her hand."
ISEAR_4199	4199	"I read a book whose plot and expressions were obscene and in very  
bad taste."
ISEAR_4200	4200	"My mother had just been teaching me how to crochet, which is  
thought highly improper for a boy in a town.  Just when we  
finished, a neighbour walked in."
ISEAR_4201	4201	"It was about midnight and I wanted to go to the countryside (I  
was in town) to watch the stars in the sky.  My mother did not  
like this, in spite of it I went out for a while.  My mother got  
angry."
ISEAR_4202	4202	"A friend of mine suggested that I become a film extra.  The idea  
seemed very funny to me and my reaction seemed rather outlandish  
to the others."
ISEAR_4203	4203	"One day I went to the cinema to see a film in which I was  
interested.  On arriving there I saw a long queue (which I had  
not expected) and went back home without seeing the film."
ISEAR_4204	4204	"When I miss the train and I am late, and I have to wait half an  
hour for the next one."
ISEAR_4205	4205	When I knew I had to go out with my mother on some errands.
ISEAR_4206	4206	"I saw in an ice-cream kiosque a cockroach walking through a  
cornet."
ISEAR_4207	4207	"One day in class, the professor asked me a question concerning something  
he had been explaining.  He was very close to me (beside me) and I  
had no idea what to answer."
ISEAR_4208	4208	Once I had some homework to do and I did not do it.
ISEAR_4209	4209	"When they phoned me from Great-Britain to tell me that I could go  
there, if I wished, in Summer."
ISEAR_4210	4210	When I was operated on the knee and had to go through rehabilitation.
ISEAR_4211	4211	"In a very important basket-ball match where a lot was at stake, I  
played very badly."
ISEAR_4212	4212	"When a friend of mine told me that he was going to commit  
suicide."
ISEAR_4213	4213	A TV program on whale-hunting.
ISEAR_4214	4214	Once when I said bad things concerning a friend.
ISEAR_4215	4215	"Family discord and uneasiness due to something I did not  
communicate on time."
ISEAR_4216	4216	"When I passed my driving test, as it was the fifth time that I  
had taken this test."
ISEAR_4217	4217	When my mother was robbed in a shop.
ISEAR_4218	4218	"I was given an exam which I thought did not measure at all my  
ability or my knowledge of the subject."
ISEAR_4219	4219	"When I saw the film ""Johnny got his gun"" which deals with the  
consequences of the Vietnam war."
ISEAR_4220	4220	"Some friends and I were having lunch.  Someone said something  
funny and one of the guys started laughing and spat his food in a girl's  
face."
ISEAR_4221	4221	"I was alone in the bus when I tripped and fell, and dropped all  
my papers."
ISEAR_4222	4222	"As I was not paying attention, my little brother fell off the  
table."
ISEAR_4223	4223	When I passed the university entrance exam.
ISEAR_4224	4224	"One night, while I was sleeping, I woke up suddenly with the  
sensation that there was someone in my room."
ISEAR_4225	4225	When my brother was held up and robbed.
ISEAR_4226	4226	When they told me that my grandfather was rather ill.
ISEAR_4227	4227	When I see someone vomitting.
ISEAR_4228	4228	When I fell head on in a fountain.
ISEAR_4229	4229	"I had to undergo an operation in Summer and so my family had to  
stay at home during the holidays.  I felt guilty, above all  
because of my brothers."
ISEAR_4230	4230	"I came across a friend with whom I had lost touch for a long  
time."
ISEAR_4231	4231	"I had decided to propose to the man I liked to make a trip  
together.  One day, during breakfast I told him my idea.  I was  
afraid of his not accepting it and that the idea would end up as  
a failure."
ISEAR_4232	4232	"A person I trusted a lot gave me many false explanations to  
justify a wrong action."
ISEAR_4233	4233	"I was having breakfast with a classmate and suddenly I began to  
cry as I thought of a friend of mine whom I had not seen for a  
long time."
ISEAR_4234	4234	"During lunch with some classmates, a priest was also there.  He  
was eating desperately as if someone was going to take his plate  
away.  He did it with gluttony.  He wiped his hands on his suit  
several times and it was full of crumbs."
ISEAR_4235	4235	"When a professor caught me absent-minded and not paying attention  
to what he was saying."
ISEAR_4236	4236	"One day, I was alone on duty when a patient choked while eating.   
I ran to her and tried to make her breath, but it was too late."
ISEAR_4237	4237	"At a party, on New Year's Eve, I met on old friend whom I had not  
seen for some time"
ISEAR_4238	4238	"Once I failed seven subjects at school and I was terrified to  
give my report card to my father.  I left it on the table and went to  
bed very early in order to avoid him seeing me."
ISEAR_4239	4239	"When, after drinking a glass of water, I found a cockroach walking  
out of the glass."
ISEAR_4240	4240	"I have a very close friend who lives in another city and we have  
been writing to each other for a long time.  The last time I went  
to her city, just to see her, I was disappointed to see how great  
the distance between us was."
ISEAR_4241	4241	"They asked me to throw the rubbish into a dustbin which had some  
awful liquid accumulated at the bottom."
ISEAR_4242	4242	"The girl with whom I was going around had been forbidden to be  
alone with me in the house.  We paid no attention to this  
prohibition but one day her parents appeared and I jumped out of  
the window.  They saw me."
ISEAR_4243	4243	"I was driving a friend's car, and I got close to the pavement to  
ask my way and I struck a parked car."
ISEAR_4244	4244	"Every time, in the last few days, when my girlfriend told me that  
she loves me."
ISEAR_4245	4245	"I stayed alone in the dark at night in the mountain, waiting for  
my uncle.  I remember that I took a big stone and it calmed me."
ISEAR_4246	4246	"We were at school, in the room for audiovisual classes.  We were  
watching a film, and just behind me two classmates were bothering  
me with their mocking and shoves.  I reacted angrily (I suppose)   
by hitting one of them."
ISEAR_4247	4247	"[ During a summer holiday a French girl and I had becoe back  
home, I felt very sad.]"
ISEAR_4248	4248	"Once I had to clean a lavatory which was obstructed.  It was in a  
friend's country house and there was nobody there to help me."
ISEAR_4249	4249	"In a Mathematics class, the professor asked me a question and I  
gave the wrong answer."
ISEAR_4250	4250	"When I lost my study grant without having attended any exam in  
the career I had started, and it was too late to cancel my registration."
ISEAR_4251	4251	A party I went to last Christmas.
ISEAR_4252	4252	When my mother had a nervous illness.
ISEAR_4253	4253	During my last exam.
ISEAR_4254	4254	When I had to come back from my village last Christmas.
ISEAR_4255	4255	One day I went to see a rather disagreeable film (X).
ISEAR_4256	4256	Once I had to visit a rather special person.
ISEAR_4257	4257	"Once, I accidentally injured a boy in the eye and he almost lost  
it."
ISEAR_4258	4258	When I knew the feelings of a beloved person.
ISEAR_4259	4259	A fall during a climb, with almost with no previous experience.
ISEAR_4260	4260	"On the occasion of assignment of tasks and responsibilities in  
which such an assignment, dispropotionately carried with it high  
responsibility and low ability of organisation and resolution."
ISEAR_4261	4261	"Moving to an unknown place, away from the familiar surroundings  
and into a situation of loneliness."
ISEAR_4262	4262	When I had to sleep in a bed at a hostel, which was full of dirt.
ISEAR_4263	4263	"While shopping, a person close to us created an uncomfortable  
situation for those who were with her."
ISEAR_4264	4264	"Incomprehension and repression towards a child's behaviour,  
commonly not accepted, and making the child cry."
ISEAR_4265	4265	"In a dark street at 4 o'clock in the night and there was  
complete silence."
ISEAR_4266	4266	"When they broke the artistic work of several weeks.  Changes were  
made and it was broken without permission, they had no right to  
do this."
ISEAR_4267	4267	"When the train taking me to my military service left the station,  
on the platform remained relatives, projects and goodtimes.  I  
had a hard year ahead."
ISEAR_4268	4268	"A situation of overt unfairness, manipulation of people and its  
consequences."
ISEAR_4269	4269	"A children's film in which I played a clown, with spotlights,  
cameras and the director who demanded jumps and guffaws."
ISEAR_4270	4270	When a close classmate failed a year.
ISEAR_4271	4271	"I was talking to a friend and he said something which was very  
funny."
ISEAR_4272	4272	"When I was young I saw a horror film.  Then when I went to sleep,  
the film came back too my mind and the characters frighteneed my  
imagination."
ISEAR_4273	4273	"In a confrontation with a person, he provoked me several times  
till I reacted in an angry way.  Fortunately there were no  
disastrous consequences."
ISEAR_4274	4274	I was watching a sad film and it affected me deeply.
ISEAR_4275	4275	"When I was reading a book.  It had nothing to do with the book  
itself but with the disagreable smell of the pages of the book."
ISEAR_4276	4276	"In class I had to say something aloud and people reacted  by  
laughing."
ISEAR_4277	4277	"In an exam I answered the questions rather carelessly and  
afterwards I thought that the exam would have been better had I  
answered more carefully."
ISEAR_4278	4278	"When I knew that there were, at last, no problems in making a  
journey that I had been wanting to make for a long time."
ISEAR_4279	4279	It was more that fear - anguish -that I felt before my last exam.
ISEAR_4280	4280	"When I had an argument with my best friend and I thought that I  
was right and she was not."
ISEAR_4281	4281	"When I realized that it was impossible for me to be as free as I  
had imagined and that I could not do anythong about it."
ISEAR_4282	4282	"The first time I saw a pornographic film, all that in practice is  
so beautiful but on the screen appered as something mechanical,  
irrational, disgusting and dehumanizing."
ISEAR_4283	4283	"When I stated sharply something I was not very sure of and a few  
days later I was shown to be wrong."
ISEAR_4284	4284	"When I do or say something inappropriate which hurts people close  
to me."
ISEAR_4285	4285	"When a study tour got confirmed, I was happy all the time till     
the tour began."
ISEAR_4286	4286	"I was walking down a road and suddenly a few dogs appeared at a fence  
and started barking angrily.  They were jumping and it seemed  
that they would come for me any time."
ISEAR_4287	4287	"When I knew that they would not give me a transfer from one  
university to another.  I began to insult the educatioon  
authorities and the government, I ended up at the door."
ISEAR_4288	4288	"We went to visit my mother at the residence.  She was crying and  
said that she was about to die.  I believed all her complaints  
and continously thought of the possibility of loosing her."
ISEAR_4289	4289	"My dog had been run over and died near the house.  We had to pick  
him up, cold and glassy eyed, to get rid of the corpse."
ISEAR_4290	4290	"A professor was going to read aloud in class a composition of  
mine in which I had criticized some political attitudes and also  
some class-mates.   I was ashamed at having written that."
ISEAR_4291	4291	"In an exam when I answered the questions with very little  
assurance due to insufficiet preparation."
ISEAR_4292	4292	"When I received my report card in C.O.U.  I was afraid of obtaining  
low marks, but they were much higher than expected.  "
ISEAR_4293	4293	"I was at the cinema with my sister and her boyfriend.  A man  
sitting beside me started to stroke my leg for a while, he left in  
the middle of the film."
ISEAR_4294	4294	"My father began to say incoherant things concerning my brother's and  
my own behaviour towards him.  His biased (authoritarian) and  
ridiculous point of view made us angry."
ISEAR_4295	4295	I had failed some subjects in mathematics.
ISEAR_4296	4296	"I was at the table at a French friend's house.  They served me a  
big dish with roast cauliflower and sauce.  I had to eat it. "
ISEAR_4297	4297	"This morning I spent a lot of time on my toilet and missed the  
train to the university.  My mother told me that I spent more  
time than a woman on my toilet.  I felt a mixed emotion of shame  
and anger."
ISEAR_4298	4298	"I was alone at home when I broke a figure and then mended it.  A  
few days later my mother noticed it and asked me about it, I told  
her that I had no idea."
ISEAR_4299	4299	"When I fell crazily in love with a beautiful girl and she returned  
my love."
ISEAR_4300	4300	"When I was caught by the police and was kept with a group of  
delinquents, which added to my fear of being shut up.  I was  
afraid of the people near me and the future consequences."
ISEAR_4301	4301	"When I was the target of a great many insults and completely  
unfair accusations of a large group of people."
ISEAR_4302	4302	When my best friend died, at the age of 16.
ISEAR_4303	4303	"When I entered a brothel and saw two sailors with a young  
prostitute who was not older than 18."
ISEAR_4304	4304	"When I was in a religious school my teacher showed me up in front  
of all my class-mates.  They were very sarcastic and cruel."
ISEAR_4305	4305	"Having suffered a not very pretty sight, I reacted by uttering  
some very cruel and sharp words."
ISEAR_4306	4306	"When I came across an old friend whom I had not seen for a very  
long time."
ISEAR_4307	4307	"I had an accident in which I hurt my eye.  I was afraid of having  
injured it badly."
ISEAR_4308	4308	When I was accused of something I had not done.
ISEAR_4309	4309	A close friend died.
ISEAR_4310	4310	I saw some images of a decapitation in a horror film.
ISEAR_4311	4311	"I slipped and fell in to a puddle and people started looking at  
me."
ISEAR_4312	4312	I made another person cry for an unjustified cause.
ISEAR_4313	4313	"I received an unexpected letter from a friend I had met a short  
time before.  He sent me a poem and wished me good luck.  I felt  
very happy because I had great esteem for that person."
ISEAR_4314	4314	"I was walking with another person when a ""gang"" separted us and  
pushed me in to a house, hit me in the stomach and the face, then  
they left - leaving me bleeding."
ISEAR_4315	4315	"A certain person started to say dreadful things very calmly, I  
felt hurt and disgusted."
ISEAR_4316	4316	"A certain person whom I respect and esteem a lot pays me no  
attention.  She keeps up appearances but shows almost no interest  
in me."
ISEAR_4317	4317	"In a bus I fell sick and vomitted in a bag.  The entire situation  
was disgusting in itself."
ISEAR_4318	4318	"A person (a male) told me that he liked me.  He has a problem, he  
is a homosexual."
ISEAR_4319	4319	"I rejected a person whom I had always thought to be a friend.  I  
told him so and he reacted angrily.  I felt guilty at not having  
realized it before and at having hurt him."
ISEAR_4320	4320	"When I received some good news : I obtained an amount of money I  
needed to buy something I had been planning to buy."
ISEAR_4321	4321	"When my relatives and I were in a car going slowly on a frozen  
road."
ISEAR_4322	4322	"My parents were having a typical family argument.  I came in and  
saw the scene and became angry."
ISEAR_4323	4323	I was going away, leaving a dear person behind.
ISEAR_4324	4324	"I visited a place in Morocco where they worked the leather.  I  
saw the skins emerged in a liquid which ressembled putrification."
ISEAR_4325	4325	At a friend's party there were several allusions to my sexual adventures.
ISEAR_4326	4326	"I was in a cafe with another person when, suddenly, several close  
friends of my partner appeared.  I did not know what to do and my  
partner felt uncomfortable."
ISEAR_4327	4327	When I talk to my friends.
ISEAR_4328	4328	When I am walking on the streets and see a gang of thugs.
ISEAR_4329	4329	When people harrass me I feel oppressed by their behavior.
ISEAR_4330	4330	When I am with a friend and we have to leave each other.
ISEAR_4331	4331	"When I saw a film in which the man suffered from an illness and     
his skin came peeling off."
ISEAR_4332	4332	When I was in the toilet and someone came in.
ISEAR_4333	4333	"[ When I act thinking that I know everything and I then realize  
that there were things I had not thought about, thus hurting  
others.]"
ISEAR_4334	4334	"[ Any situation in everyday life has this emotional sense, in  
class, in the street, at home, at the table..........]"
ISEAR_4335	4335	"On a dark night I felt that there were several people near me  
and I did not know who they were."
ISEAR_4336	4336	"When I learned that several people had died in the street due to   
the cold weather."
ISEAR_4337	4337	"When I saw in the newspapers, on the T.V, and magazines the  
chaotic situation caused by the drought and hunger in  
Mauritania."
ISEAR_4338	4338	The physical appearance of a meal.
ISEAR_4339	4339	"I was with a group of people and everybody told me to do or say  
something.  It was a confusing, strong and traumatic situation  
for me."
ISEAR_4340	4340	"In a situation with my girlfriend I took a decision.  Later when  
I thought about it, I realized that it was an erroneous decision."
ISEAR_4341	4341	"One night, at a friend's place I realized that I had everything I  
most wished, around me."
ISEAR_4342	4342	"During a demonstration I climbed up the closed central door of a  
bus.  When the bus stopped I had to go back to the same place,  
afraid that the police would see me.   "
ISEAR_4343	4343	"When I saw parents punishing their little child for something he  
had not done.  In my opinion, even if he had done it he should  
not have been punished for it."
ISEAR_4344	4344	"A friend of mine was hurt as he thought that our relationship was  
not the same as before and something had gone wrong."
ISEAR_4345	4345	"When I was young, one day in the car we fell sick and ended up  
vomitting on each other."
ISEAR_4346	4346	"The parents of a friend of mine surprised us and another couple  
sleeping in thier place."
ISEAR_4347	4347	"A friend of mine felt bad because of something I had done to  
something that belonged to him."
ISEAR_4348	4348	"When they told me that I had been admitted to the faculty of  
medicine."
ISEAR_4349	4349	Almost always when I go to fetch the results of an exam.
ISEAR_4350	4350	[ No description.]
ISEAR_4351	4351	"When I decided not to out any longer with a girl whom I liked  
quite a lot.  This made me feel low for a some time."
ISEAR_4352	4352	"I saw a program on T.V where they had to saw a skull for an         
operation."
ISEAR_4353	4353	"I was watching T.V with my parents and some pornographic scenes  
came on, I felt uncomfortable and tried to distract my parents  
attention by talking to them."
ISEAR_4354	4354	"When I used an adjective for a person without knowing what it  
meant.   When I got to know the meaning, I felt guilty as it was  
a clear and unfair insult."
ISEAR_4355	4355	When I obtained good marks in a subject I had failed before.
ISEAR_4356	4356	When a friend of mine told me a horror story.
ISEAR_4357	4357	"I was with my family and we found some abandoned puppies.  I  
wanted to help them but everyone said no.  We then left."
ISEAR_4358	4358	At my grandfather's death.
ISEAR_4359	4359	Seeing a film in which there were several bloody crimes.
ISEAR_4360	4360	"At a concert an old man arrived and began to danse, sing and do  
silly things."
ISEAR_4361	4361	"I had an argument with a friend of mine.  She would not let me  
speak and then I began to shout at her.  She got angry and left,  
I did not try to prevent her from leaving."
ISEAR_4362	4362	"When I was told that they had got tickets for me for a film  
marathon I wanted to see."
ISEAR_4363	4363	"We were on the road in a car when a lorry bypassed us.  We had to  
swerve and we almost got run over."
ISEAR_4364	4364	"I had applied for a job and they had assured me that the exams  
would take place a few months later.  A week later I went to  
obtain some more information and they told me that the exams had  
already taken place."
ISEAR_4365	4365	"I received a letter from some friends, who do not live in Madrid,  
telling me that they would not come on holiday.  I had arranged  
everythiing for them."
ISEAR_4366	4366	I found a big, black spider near a bag of food.
ISEAR_4367	4367	"I was in a very small class and the professor said something  
about me that made everyone look at me at the same time."
ISEAR_4368	4368	"I had arranged to meet my friends at a certain place, and I was  
with other people.  My friends did not arrive and the people who  
were with me began to get tired.  My friends were one hour late."
ISEAR_4369	4369	The man I am going around with gave me a very special present.
ISEAR_4370	4370	"I thought that I would be scolded for a comment I had made, which  
I should not have made."
ISEAR_4371	4371	"My sister came back home and reproached me for not having tidied  
up the house, although I had been working all morning and she had  
done nothing."
ISEAR_4372	4372	"At my grandfather's funeral.  I remembered that the thing he  
liked and respected most was earth, I thought that he had  
attained what he wanted and was not separated from it any longer."
ISEAR_4373	4373	"I had to wash my grandmother because she did not get to the  
bathroom on time."
ISEAR_4374	4374	"In a very crowded shop I was distracted and missed my turn in the  
queue.  A woman who was behind me began to shout at me asking me  
either to pay more attention or to leave."
ISEAR_4375	4375	"When I was very young, one day, I kicked my grandmother and  
caused her an injury which took a long time to heal."
ISEAR_4376	4376	"When I saw a friend of mine, whom I had not seen for a long time  
and I had lost his address and telephone number."
ISEAR_4377	4377	"I was in my village when a bull jumped over a fence and started  
chasing my friends and me.  We were very frightened till we  
climbed up a tree."
ISEAR_4378	4378	When I saw a car run over a child, out of carelessness.
ISEAR_4379	4379	"I failed a subject despite the fact that I had studied quite a  
lot for it."
ISEAR_4380	4380	When I was walking in a field which had a lot of manure.
ISEAR_4381	4381	"I liked a boy and I would feel shy and then blush.  The more I  
wanted to avoid it the more I blushed."
ISEAR_4382	4382	"I am not very affectionate and I feel guilty as I do not give as  
much affection as I receive."
ISEAR_4383	4383	"I was spending the week-end with some friends.  We were waiting  
for another friend and we went to the meet him at the bus stop, a   
woman we met there told us that the coach had already left.  I  
was afraid that I would not see my friend, but at last we found  
him."
ISEAR_4384	4384	"I was walking down a little village at night.  There was nobody  
in the steet.  A dog began to bark, I felt that it was following  
me.  Then I began to run, the other dogs started barking too.  At  
last I arrived home."
ISEAR_4385	4385	My parents did not let me go on holidays with my friends.
ISEAR_4386	4386	I was told that a friend of mine was going to Mexico for good.
ISEAR_4387	4387	Finding a hair in the soup.
ISEAR_4388	4388	"I was at the University dining room, alone, and at a table next  
to mine thre were several professors.  One of them asked me to  
join them.  I refused but she insisted.  All the others started  
looking at me and I had to move to their table."
ISEAR_4389	4389	"I had promised to say goodbye to a person who was going on a  
trip, and I did not turn up."
ISEAR_4390	4390	"I was on holidays, and I was going to meet a friend whom I had  
not seen for six months.  Again I felt very happy."
ISEAR_4391	4391	"We were camping in the mountains, and a friend and I went for a  
walk.  It was getting darker and darker and we were not sure of  
the right way back."
ISEAR_4392	4392	"I sent a book to a friend of mine.  The book meant a lot to me  
and he lost it."
ISEAR_4393	4393	To say goodbye to dear friends after the holidays.
ISEAR_4394	4394	Ever since I have been a child, the sight of any kind of wound.
ISEAR_4395	4395	At the seaside, when a wave suddenly came and took off my bikini.
ISEAR_4396	4396	"One night, I went out with some friends for dinner and I did not  
tell my parents that I would come back late.  I thought of  
phoning but in the end I did not.  When I arrived home, my  
parents were very worried."
ISEAR_4397	4397	"My sister in law was about to have a child, and there were some  
problems.  They had to do a Caesarean.  After a while, everything   
was all right."
ISEAR_4398	4398	Waiting for my marks in a difficult subject.
ISEAR_4399	4399	"I gave some personal information to a friend of mine, and he told  
it to some others who were implicated in the affair."
ISEAR_4400	4400	"The holidays come to an end, and the next day we had to go back  
to University and to the exams."
ISEAR_4401	4401	"There was a cat on the street.  It had been run over and its head was  
open.  We passed beside it."
ISEAR_4402	4402	"At a meeting with over one hundred people, they decided who had to speak  
from the stand by drawing lots."
ISEAR_4403	4403	"I had a small argument with a relative and some other people got  
implicated.  It resulted in a proper row."
ISEAR_4404	4404	"Last course, when I passed with good marks three subjects which I had  
previously failed."
ISEAR_4405	4405	I was attacked by a man at a bus stop at night.
ISEAR_4406	4406	"My mother told me that I could not go to the mountains.  Despite  
my age, as long as I am in her house I must do what she says."
ISEAR_4407	4407	"When my nephew was taken to hospital with meningitis and we did  
not know what would happen."
ISEAR_4408	4408	"I was drinking coffee in a cafe and I found a piece of scrubber  
in my cup."
ISEAR_4409	4409	"When I went to my boyfriend's house for lunch and saw his  
parents, I felt that they were watching me all the time."
ISEAR_4410	4410	"At school, I did not tell the teacher that it was me who  
had laughed, and she punished the entire class by making them  
stay behind for one hour."
ISEAR_4411	4411	"One evening, I was with a group of friends having a talk.  There  
was a very trustful and joyful atmosphere."
ISEAR_4412	4412	"We were walking in the park at night.  It was very dark and very  
late.  We began to hear foot steps all around us, and we could  
not find our way out."
ISEAR_4413	4413	"[ One day I arrived home rather tired and found the house..... In  
addition I was asked many questions which I did not want to  
answer.]"
ISEAR_4414	4414	"I was selected to do a rest for a foreign ballet but I did not  
have the money to do it."
ISEAR_4415	4415	"In a film there was a scene in which a rat was sliding on a bed,  
leaving a trace of blood behind, finally it entered the mouth of  
one of the actors."
ISEAR_4416	4416	"I was swimming in the river and I lost the top of my bikini.  I  
did not notice it and came out of water.  There was a  
disagreeable classmate watching the scene."
ISEAR_4417	4417	"At a party, several comments were made about the personal  
situation of one of the people present.  She was rather affected  
and uncomfortable."
ISEAR_4418	4418	"It was Saturday, my duties were over for a few hours and I could  
at last be with the people I wanted to see."
ISEAR_4419	4419	"One night, I was alone at home.  My fear was caused by some  
strange noises which put my imagination to work."
ISEAR_4420	4420	"When I got to know about the reaction of a friend of mine in a  
certain situation.  I had not expected him to react that way."
ISEAR_4421	4421	"I felt alone among a large number of people.  I was sad to see  
that nobody cared about what was happening to me."
ISEAR_4422	4422	I saw a sort of black worm being attacked by many ants.
ISEAR_4423	4423	When I met a friend of mine after several months.  
ISEAR_4424	4424	When I noticed the negative changes in a friend's behaviour. 
ISEAR_4425	4425	"I was going to my village, after having been rather oppressed in  
Madrid. "
ISEAR_4426	4426	"I was watching a procession during the Holy week, and a penitent  
approached me."
ISEAR_4427	4427	"My mother read a letter that a friend of mine had written to me  
telling me how she had got drunk the last time."
ISEAR_4428	4428	"I found a cockroach crushed between two folders in my bedroom, I  
called my mother."
ISEAR_4429	4429	"I ride my motorbike in my village and everyone stares at me as if  
I was a rare specimen."
ISEAR_4430	4430	"I was spending a few days at my aunt's place.  One night I got  
home very late, I had told them I was going to a party but I went  
to another place.  They were very worried."
ISEAR_4431	4431	"Last Summer I achieved someting that I had been wanting for a  
long time."
ISEAR_4432	4432	"I was in a camp and went out for a walk at night on my own.  I lost   
my way and spent several hours looking for the camp."
ISEAR_4433	4433	"My parents scolded me a lot for something I had not done.  It was  
my sister who had done it."
ISEAR_4434	4434	At the hypocrisy of some of my friends.
ISEAR_4435	4435	"I greeted and embraced the wrong person thinking that it was my  
friend."
ISEAR_4436	4436	"Due to a misunderstanding on my part, two of my best friends  
quarelled."
ISEAR_4437	4437	"When my brother was born, everything went all right.  It had been  
very likely that he would have a deficiency (my sister suffers  
from Down's Syndrome) and that my mother would be in danger."
ISEAR_4438	4438	"When we got lost in Florence and the coach did not turn up until  
midnight.  I had no place to go to and there were strange reports  
at the police station."
ISEAR_4439	4439	"When an English teacher unfairly made me repeat a semester which  
I thought I had passed.  I had to ask my parents for some more  
money to carry on studying."
ISEAR_4440	4440	"The person whom I liked most left me for a friend of mine, after  
several months of mutual help and a profound knowledge of each  
other."
ISEAR_4441	4441	"In a park near our home, a group of young people who were  
strangely dressed were seated in the middle of the street.  They  
began to eat while carressing each other."
ISEAR_4442	4442	"I feel this emotion very often when I try to express my feelings  
in public, because other people do not understand my reactions  
and think that I am silly. "
ISEAR_4443	4443	"A friend of mine said in a group that she felt lonely and  
withdrawn from everyone because of mental deficiency."
ISEAR_4444	4444	"When I passed the university entrance exam.  I had thus finished  
with a difficult period of my life and I was about to begin one  
which I had desired a lot."
ISEAR_4445	4445	"When I was at home alone, I felt a super-natural force, dangerous  
for me and the people close to me."
ISEAR_4446	4446	"When my father made my mother go through really terrible  
situations, I felt furious, impotent, nervous, upset, ........"
ISEAR_4447	4447	"When a person whom I loved and admired a lot died.  I felt empty,  
lonely, helpless, without support, not knowing what to do."
ISEAR_4448	4448	"When I came to know that my father and his parents were : self  
interested, dirty, negative, egoist, bad peolpe,......"
ISEAR_4449	4449	"I think that the only time I really felt shame was when I was  
very young and I had to defecate on the street.  I was very  
worried in case someone should see me."
ISEAR_4450	4450	"When I was young I felt guilty because I thought that I had  
commited a grave sin."
ISEAR_4451	4451	On my birthday, when I was given my presents.
ISEAR_4452	4452	"We were riding in a friend's car.  He was driving very fast and  
suddenly a another car crossed the road in front of us.  My  
friend had to turn the car rapidly."
ISEAR_4453	4453	"When I found one of my new pullovers wrinkled inside the  
wardrobe.  My brother had done it."
ISEAR_4454	4454	"When I went to see the result of an exam and saw that I had  
failed."
ISEAR_4455	4455	When I was getting up, I found a live cockroach in my bedroom.
ISEAR_4456	4456	"The mother of a friend of mine passed by me and saw me sitting  
on a boy's lap.  I tried to greet her but could not help  
blushing."
ISEAR_4457	4457	"A friend of mine had the sleeves of a leather coat stolen from  
his car.  It was me who had left them there for everyone to see."
ISEAR_4458	4458	"The final marks were to be given in the morning.  I wanted to get  
there late because I was very afraid.  When I arrived there,  
everybody was very happy and I had also passed.  We had a  
wonderful time all day long."
ISEAR_4459	4459	"I went to visit a friend in hospital.  He was going to be  
operated the next day.  I was afraid that they would not let me  
in and I did not know what his reaction would be on seeing me."
